image_id,phototype,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio,undertone
IMG_01346,Medium,171.302,135.011,88.117,170.85,137.339,88.194,10.684,9.662,7.26,13.213,64.52,148.715,58.32,15.192,19.833,2.746,1.492,2.729,22.758,1.3055,1.2688,1.944,Neutral
IMG_00250,Tan,138.801,92.096,65.981,137.553,91.039,68.14,7.2,3.902,7.875,19.585,88.292,111.237,43.623,16.929,15.164,5.537,1.549,2.754,-22.81,0.8957,1.5071,2.1036,Warm
IMG_01113,Deep,128.514,89.772,61.264,129.263,92.941,62.74,9.211,10.296,9.703,10.639,73.627,102.786,40.308,14.76,14.262,5.898,3.145,3.424,-34.199,0.9663,1.4316,2.0977,Neutral
IMG_00939,Deep,113.416,78.602,50.858,113.696,78.175,51.909,11.801,9.779,5.687,11.212,118.547,87.381,34.267,14.892,11.346,3.307,2.055,2.226,-54.203,0.7619,1.4429,2.23,Neutral
IMG_00072,Fair,214.358,189.389,133.128,212.473,189.515,131.527,9.729,5.408,6.602,13.825,75.135,200.147,78.489,9.775,21.533,2.488,1.617,2.971,52.916,2.2028,1.1318,1.6102,Warm
IMG_00095,Fair,217.45,174.462,135.089,216.278,173.391,135.515,5.083,8.76,8.427,15.646,111.203,196.16,76.926,12.667,14.476,5.826,1.359,1.348,61.736,1.1428,1.2464,1.6097,Warm
IMG_00692,Tan,165.754,117.239,110.583,165.584,115.844,110.389,9.276,3.791,8.911,9.471,87.0,142.661,55.946,15.345,10.479,2.248,2.277,3.352,29.571,0.6829,1.4138,1.4989,Cool
IMG_00034,Fair,215.29,174.483,116.349,214.334,174.587,116.162,6.791,10.007,9.73,17.839,74.665,189.124,74.166,15.714,19.991,5.86,1.486,3.1,50.402,1.2722,1.2339,1.8504,Warm
IMG_00970,Medium,187.291,147.474,105.575,189.295,147.087,106.424,5.79,8.565,8.059,8.601,58.891,163.006,63.924,15.027,16.657,4.005,2.635,1.742,39.893,1.1085,1.27,1.774,Neutral
IMG_00449,Tan,146.476,123.546,69.814,145.4,119.909,70.43,8.393,10.144,10.99,12.227,106.343,132.436,51.936,12.979,21.334,2.942,2.872,2.183,5.184,1.6437,1.1856,2.0981,Warm
IMG_00446,Fair,190.018,158.813,98.474,192.35,160.059,99.391,5.459,10.096,9.163,18.885,110.553,170.127,66.716,12.394,23.784,2.832,1.977,3.305,35.101,1.9191,1.1965,1.9296,Warm
IMG_01034,Fair,207.516,166.504,122.191,209.844,166.021,121.582,7.723,9.708,4.708,12.176,99.657,183.977,72.148,16.265,15.729,2.415,1.206,2.016,54.619,0.967,1.2463,1.6983,Neutral
IMG_00856,Medium,187.048,141.344,114.199,186.767,142.005,115.07,11.01,5.406,6.066,10.308,88.82,159.03,62.365,19.197,13.862,5.723,2.531,1.665,41.732,0.7221,1.3234,1.6379,Cool
IMG_00858,Fair,242.751,172.234,146.887,242.653,172.634,146.431,10.756,8.218,9.869,10.103,99.66,204.35,80.137,21.864,12.066,2.554,1.271,3.629,68.18,0.5519,1.4094,1.6526,Cool
IMG_00078,Medium,191.955,156.122,104.049,190.358,156.589,107.041,4.701,10.059,7.654,16.294,92.256,168.066,65.908,13.923,20.0,3.222,2.113,2.363,38.499,1.4365,1.2295,1.8448,Warm
IMG_00085,Fair,219.353,176.102,119.151,219.638,175.556,118.188,8.147,4.551,9.031,18.672,99.978,192.786,75.602,15.527,25.075,4.049,2.765,1.308,45.597,1.6149,1.2456,1.841,Warm
IMG_00683,Fair,226.328,172.552,140.58,224.324,173.407,140.9,10.6,9.407,8.548,8.773,96.02,196.941,77.232,17.148,13.587,3.218,1.282,3.633,63.484,0.7923,1.3116,1.61,Cool
IMG_00083,Tan,156.059,122.889,74.517,154.866,122.852,72.165,5.097,7.247,5.114,15.617,87.952,131.362,51.515,15.177,19.546,2.048,1.755,3.737,4.431,1.2879,1.2699,2.0943,Warm
IMG_00458,Medium,181.509,124.349,105.552,180.809,121.766,105.515,8.082,4.395,9.042,8.908,52.463,150.193,58.899,19.631,13.541,3.588,1.805,2.176,33.313,0.6898,1.4597,1.7196,Cool
IMG_00809,Tan,145.007,94.539,80.397,145.357,97.68,78.608,6.599,7.114,6.836,3.33,93.559,113.109,44.356,19.684,10.001,3.356,3.151,2.457,-29.437,0.5081,1.5338,1.8036,Cool
IMG_00933,Fair,234.802,177.15,147.385,237.153,176.945,147.743,5.06,6.339,5.204,15.593,47.269,207.552,81.393,17.042,15.409,2.977,3.253,2.58,63.856,0.9042,1.3254,1.5931,Neutral
IMG_00437,Tan,147.656,110.321,73.392,146.003,112.361,75.479,6.148,8.936,7.642,17.088,123.349,120.013,47.064,15.4,19.04,4.644,1.943,2.451,-8.766,1.2363,1.3384,2.0119,Warm
IMG_00645,Fair,222.797,161.763,135.96,222.436,159.483,135.675,6.422,6.725,5.388,8.52,86.15,195.898,76.823,20.003,13.048,3.499,3.04,3.369,64.059,0.6523,1.3773,1.6387,Cool
IMG_00742,Tan,144.398,96.497,70.016,145.302,97.244,71.004,8.37,8.418,10.999,12.088,87.057,115.741,45.389,18.579,15.086,3.741,2.185,3.391,-16.997,0.812,1.4964,2.0624,Cool
IMG_01079,Fair,230.978,178.259,134.275,232.243,179.252,135.899,5.961,6.288,5.968,10.599,77.553,198.184,77.719,16.445,17.713,5.085,3.308,3.409,57.42,1.0771,1.2957,1.7202,Neutral
IMG_00405,Fair,235.109,188.158,136.691,233.608,188.411,135.815,8.111,5.121,4.859,15.814,97.839,208.891,81.918,16.326,22.413,5.241,1.511,2.418,54.923,1.3728,1.2495,1.72,Warm
IMG_01178,Fair,200.983,153.674,113.639,199.047,152.24,113.704,9.712,9.594,4.869,11.067,79.866,176.446,69.195,16.719,18.603,4.746,2.011,3.749,45.897,1.1127,1.3079,1.7686,Neutral
IMG_00765,Medium,193.414,136.904,111.696,193.481,136.189,111.299,11.838,6.956,6.43,8.356,106.448,159.097,62.391,19.417,11.583,3.888,3.161,2.878,46.93,0.5965,1.4128,1.7316,Cool
IMG_00814,Fair,209.401,143.057,127.502,208.352,145.195,128.182,7.281,9.157,9.276,9.133,72.029,173.094,67.88,17.572,8.588,2.892,2.617,1.833,64.344,0.4887,1.4638,1.6423,Cool
IMG_00105,Tan,135.933,96.755,52.373,135.667,97.261,51.851,10.917,7.327,6.353,17.431,77.606,110.037,43.152,15.335,19.634,5.907,1.455,2.299,-19.229,1.2803,1.4049,2.5955,Warm
IMG_00610,Medium,159.149,114.038,89.661,159.39,114.714,89.532,4.29,10.388,6.912,9.683,84.881,132.499,51.96,16.916,14.796,3.437,1.873,1.653,7.548,0.8747,1.3956,1.775,Cool
IMG_00681,Fair,235.552,188.293,148.305,234.606,187.024,148.408,8.659,10.408,10.152,7.173,69.54,212.65,83.392,14.4,16.391,3.643,2.055,1.972,63.855,1.1383,1.251,1.5883,Cool
IMG_00763,Medium,174.175,125.056,100.249,173.339,126.555,100.182,10.115,8.803,7.442,10.334,90.414,146.557,57.473,16.582,10.62,4.499,2.942,3.387,35.133,0.6405,1.3928,1.7374,Cool
IMG_00063,Tan,175.26,137.044,97.612,173.023,135.962,95.737,4.245,5.304,6.97,17.657,74.699,152.643,59.86,13.287,17.956,5.473,2.872,3.131,28.772,1.3513,1.2789,1.7955,Warm
IMG_00282,Fair,237.714,207.989,151.511,240.3,207.31,150.945,5.035,6.131,4.244,15.453,106.279,224.073,87.872,9.943,21.956,4.492,2.228,3.223,59.897,2.2082,1.1429,1.569,Warm
IMG_00995,Deep,102.09,73.566,39.711,104.867,73.191,40.337,5.199,10.121,7.306,16.579,83.753,78.024,30.598,13.615,14.554,5.706,1.975,3.061,-53.127,1.0689,1.3877,2.5708,Neutral
IMG_00239,Medium,181.278,150.212,93.745,182.676,150.107,94.769,11.179,4.336,5.959,17.448,61.512,160.384,62.896,11.915,24.328,5.263,2.574,2.223,27.927,2.0419,1.2068,1.9337,Warm
IMG_00224,Tan,159.927,119.354,81.706,161.67,119.863,81.753,6.164,5.242,10.565,14.742,100.987,131.961,51.749,15.419,18.852,3.193,2.984,2.222,5.301,1.2227,1.3399,1.9574,Warm
IMG_00146,Deep,94.495,71.859,24.258,95.491,70.512,23.157,4.121,10.255,5.382,14.797,90.11,69.394,27.213,11.912,18.119,4.704,2.825,2.786,-51.51,1.5211,1.315,3.8954,Warm
IMG_01260,Medium,195.751,152.82,124.311,194.885,154.293,122.677,7.286,7.016,9.774,12.795,97.791,174.777,68.54,15.134,15.033,2.334,2.42,1.758,50.963,0.9933,1.2809,1.5747,Neutral
IMG_00374,Deep,100.235,74.482,35.172,98.396,73.421,35.331,7.295,8.593,6.887,16.203,66.837,77.655,30.453,13.151,15.641,5.427,3.371,2.073,-51.334,1.1893,1.3458,2.8499,Warm
IMG_00119,Medium,170.774,137.835,96.472,171.062,134.931,99.731,10.908,7.621,6.315,17.921,92.757,151.86,59.553,14.116,18.601,3.143,1.667,3.181,27.184,1.3177,1.239,1.7702,Warm
IMG_01139,Fair,219.483,168.526,141.826,218.168,169.193,140.249,11.906,7.736,9.833,12.582,66.985,194.888,76.427,14.305,13.408,2.291,2.001,3.117,63.098,0.9373,1.3024,1.5476,Neutral
IMG_00251,Tan,135.156,118.395,63.917,132.328,117.777,62.998,11.279,8.521,7.866,16.217,97.773,123.789,48.545,7.735,18.679,5.191,3.188,2.388,-4.455,2.415,1.1416,2.1146,Warm
IMG_01300,Medium,186.023,139.306,98.69,185.616,141.047,99.609,4.355,4.616,10.681,13.01,75.862,158.292,62.075,16.847,17.86,4.91,2.414,3.648,34.063,1.0601,1.3354,1.8849,Neutral
IMG_00010,Deep,98.916,68.861,36.792,99.484,70.017,37.288,9.216,5.07,8.841,14.504,99.181,74.199,29.098,14.051,18.694,2.949,1.948,3.141,-48.192,1.3304,1.4365,2.6885,Warm
IMG_00450,Medium,157.96,120.637,87.625,156.851,122.755,90.975,10.032,4.273,7.009,16.445,66.975,137.531,53.934,12.782,16.887,2.283,2.576,1.887,13.112,1.3212,1.3094,1.8027,Warm
IMG_00256,Fair,214.755,176.016,127.202,216.169,174.131,128.829,8.826,5.091,7.578,16.714,62.53,194.084,76.111,17.585,20.384,4.78,2.385,3.775,52.022,1.1592,1.2201,1.6883,Warm
IMG_00594,Fair,231.975,170.87,150.302,230.998,169.671,148.835,5.741,4.457,7.635,3.78,70.388,204.245,80.096,16.76,9.277,4.422,2.823,2.969,72.868,0.5535,1.3576,1.5434,Cool
IMG_00390,Tan,129.688,99.165,52.924,126.547,99.771,53.558,7.01,6.042,3.892,14.208,122.015,105.58,41.404,12.289,20.087,4.742,2.203,1.706,-23.168,1.6346,1.3078,2.4505,Warm
IMG_00786,Tan,133.293,97.183,69.401,135.189,96.735,68.098,9.212,7.117,10.939,10.992,86.914,110.675,43.402,13.847,14.118,2.218,2.329,1.438,-25.048,1.0196,1.3716,1.9206,Cool
IMG_01085,Medium,172.356,135.072,89.297,173.66,136.205,89.485,8.875,8.232,8.718,12.554,104.503,148.951,58.412,14.15,18.901,4.916,2.698,1.445,23.992,1.3358,1.276,1.9301,Neutral
IMG_00558,Fair,244.261,191.132,162.596,244.102,190.126,161.141,6.631,8.074,5.597,3.58,80.313,219.985,86.269,15.971,11.734,4.283,2.976,3.613,72.072,0.7347,1.278,1.5023,Cool
IMG_00461,Deep,111.468,68.7,50.124,110.875,67.9,50.255,9.378,8.977,7.481,6.956,47.51,83.645,32.802,16.349,9.935,4.359,1.661,1.947,-59.985,0.6077,1.6225,2.2238,Cool
IMG_01244,Medium,158.661,126.476,98.877,157.523,127.988,100.889,7.253,8.974,8.817,11.594,92.198,145.006,56.865,12.417,13.946,2.768,2.495,3.132,26.21,1.1232,1.2545,1.6046,Neutral
IMG_00145,Tan,139.499,115.095,67.723,137.402,114.941,68.861,9.636,6.459,6.099,12.329,71.09,119.398,46.823,12.338,17.978,3.59,1.808,1.734,-10.022,1.4571,1.212,2.0598,Warm
IMG_00502,Medium,185.177,129.854,94.547,186.416,130.852,95.505,7.302,8.85,7.869,10.206,96.44,147.566,57.869,19.212,16.51,2.284,3.252,1.28,25.483,0.8593,1.426,1.9586,Cool
IMG_01247,Medium,194.977,152.52,109.363,194.425,153.402,108.833,4.471,9.225,7.745,9.867,71.476,165.749,65.0,16.29,19.489,5.392,3.441,3.688,37.584,1.1964,1.2784,1.7828,Neutral
IMG_00540,Deep,122.187,89.487,51.807,122.604,89.886,52.479,7.541,4.302,9.777,9.191,77.548,93.258,36.572,14.729,15.348,2.111,3.118,1.565,-41.182,1.0421,1.3654,2.3585,Cool
IMG_00178,Fair,195.336,165.162,116.261,193.959,166.609,117.194,5.204,10.277,6.85,18.192,86.603,179.119,70.243,9.893,20.138,4.006,1.767,2.424,45.148,2.0356,1.1827,1.6802,Warm
IMG_01302,Deep,88.91,60.518,34.441,89.219,59.862,34.545,7.989,9.927,7.69,10.103,60.666,66.68,26.149,12.979,10.43,3.02,1.272,2.074,-66.38,0.8036,1.4691,2.5815,Neutral
IMG_00771,Deep,119.093,68.846,62.736,118.995,69.738,62.745,4.305,8.536,5.602,5.201,70.133,88.39,34.663,17.981,6.867,4.858,2.477,1.483,-65.879,0.3819,1.7298,1.8983,Cool
IMG_01091,Deep,105.122,65.966,39.122,104.421,64.953,41.199,4.669,9.421,9.981,10.765,83.053,76.674,30.068,16.36,13.528,5.022,1.758,2.56,-55.834,0.8269,1.5936,2.687,Neutral
IMG_01114,Fair,211.717,169.64,123.44,212.62,169.252,124.042,4.335,4.929,5.005,13.827,94.525,189.643,74.37,13.007,19.298,2.261,2.87,2.188,51.624,1.4837,1.248,1.7151,Neutral
IMG_00737,Fair,217.616,152.732,122.611,216.847,150.061,122.754,5.489,5.544,9.336,9.209,87.297,182.056,71.394,20.754,12.696,5.576,2.866,2.409,59.313,0.6117,1.4248,1.7749,Cool
IMG_01344,Fair,200.288,163.525,114.155,197.635,161.655,114.968,4.732,10.203,8.492,12.627,73.833,180.618,70.831,15.329,21.395,2.41,3.093,2.039,44.234,1.3958,1.2248,1.7545,Neutral
IMG_00008,Tan,137.695,106.414,61.452,137.016,105.139,62.021,4.326,7.636,8.582,19.086,69.767,110.672,43.401,15.24,16.699,2.066,2.378,1.789,-21.564,1.0957,1.294,2.2407,Warm
IMG_00705,Medium,173.663,128.115,107.63,172.862,128.756,106.244,8.153,9.173,6.708,5.235,95.697,148.092,58.075,13.402,11.538,4.806,2.2,2.286,34.988,0.8609,1.3555,1.6135,Cool
IMG_00668,Medium,179.734,118.474,97.438,177.792,117.811,96.168,8.192,4.444,3.695,7.255,87.252,141.404,55.452,20.378,10.575,2.611,2.642,1.391,27.276,0.5189,1.5171,1.8446,Cool
IMG_01050,Medium,176.518,142.185,112.903,176.785,143.103,111.013,8.071,5.586,4.694,9.329,70.361,161.265,63.241,11.146,13.685,5.321,3.434,2.108,44.056,1.2278,1.2415,1.5634,Neutral
IMG_00358,Medium,160.36,132.722,74.593,161.658,132.54,75.865,10.543,3.769,10.031,12.922,67.635,138.321,54.244,12.999,21.628,4.051,2.116,2.493,11.101,1.6638,1.2082,2.1498,Warm
IMG_00330,Deep,76.997,51.035,28.083,76.261,50.015,27.434,10.812,6.881,6.621,14.491,83.89,56.538,22.172,11.803,12.839,5.911,1.661,1.76,-65.233,1.0877,1.5087,2.7418,Warm
IMG_00888,Medium,190.104,131.237,121.19,190.857,130.404,121.712,5.411,8.552,8.135,10.907,77.646,161.722,63.42,17.478,9.402,2.366,1.46,1.482,54.986,0.5379,1.4486,1.5686,Cool
IMG_01038,Fair,210.614,164.505,121.412,209.261,165.995,122.427,9.238,8.402,9.973,16.968,103.887,183.206,71.845,16.882,18.035,2.722,3.389,1.354,50.458,1.0683,1.2803,1.7347,Neutral
IMG_01348,Fair,213.795,162.127,118.561,212.656,162.515,118.621,5.779,5.828,6.148,5.409,103.351,185.018,72.556,18.126,19.241,3.235,3.451,3.625,49.535,1.0615,1.3187,1.8033,Neutral
IMG_00259,Deep,80.503,60.765,12.059,78.918,58.217,12.407,6.525,6.937,5.906,16.596,111.912,62.491,24.506,12.188,22.338,2.769,1.912,3.735,-48.775,1.8328,1.3248,6.6756,Warm
IMG_01063,Deep,127.902,80.976,54.762,127.733,80.894,55.106,8.912,6.998,5.801,12.028,88.603,94.551,37.079,18.675,13.42,4.127,2.387,1.25,-43.915,0.7186,1.5795,2.3356,Neutral
IMG_00373,Deep,86.156,42.83,19.4,85.295,42.417,19.779,9.218,8.59,3.505,15.679,118.897,51.649,20.255,16.051,11.773,5.747,1.578,1.807,-68.407,0.7334,2.0116,4.4411,Warm
IMG_00978,Tan,154.859,108.787,83.826,154.71,111.198,83.7,6.762,6.121,9.953,10.958,95.203,127.602,50.04,18.44,15.16,4.061,2.432,3.438,0.15,0.8221,1.4235,1.8474,Neutral
IMG_01242,Medium,154.954,126.812,85.933,155.704,125.001,85.436,4.953,7.008,8.346,14.492,93.497,141.972,55.675,10.616,18.338,4.399,2.842,1.348,17.197,1.7273,1.2219,1.8032,Neutral
IMG_00143,Fair,219.496,176.415,133.649,219.58,175.647,132.446,10.373,5.253,8.187,15.384,74.891,196.596,77.096,16.551,19.177,4.287,3.116,3.556,54.712,1.1587,1.2442,1.6423,Warm
IMG_00526,Deep,129.141,69.808,58.477,127.725,68.076,59.243,10.649,3.608,5.547,7.914,94.491,90.533,35.503,18.526,9.855,2.01,2.156,3.094,-55.792,0.532,1.8499,2.2084,Cool
IMG_01230,Tan,142.657,106.848,71.577,144.104,109.264,70.949,8.244,7.764,8.07,11.832,62.409,118.839,46.604,15.893,15.153,4.906,2.722,1.378,-12.634,0.9534,1.3351,1.9931,Neutral
IMG_00827,Medium,202.131,148.02,119.237,203.036,148.888,117.783,9.109,4.628,10.853,5.989,72.904,171.008,67.062,16.874,13.795,4.816,2.933,1.371,51.043,0.8175,1.3656,1.6952,Cool
IMG_00949,Medium,214.377,172.968,124.278,214.005,172.736,125.435,9.566,5.753,9.614,10.05,89.222,191.389,75.055,15.477,18.162,4.2,3.199,3.185,54.062,1.1735,1.2394,1.725,Neutral
IMG_01284,Tan,148.182,111.94,80.026,148.983,111.623,80.696,7.028,5.8,7.099,13.427,92.35,125.273,49.127,14.362,15.275,5.468,1.78,1.463,-3.272,1.0636,1.3238,1.8517,Neutral
IMG_00441,Deep,110.16,78.673,34.816,112.184,78.277,34.719,11.419,6.318,10.177,11.588,110.713,80.422,31.538,13.354,19.107,3.536,2.895,2.437,-44.017,1.4308,1.4002,3.164,Warm
IMG_00532,Deep,106.811,57.134,44.537,104.632,56.154,43.152,10.656,5.669,10.573,2.713,73.218,74.056,29.042,18.898,8.109,2.719,2.724,2.947,-68.848,0.4291,1.8695,2.3982,Cool
IMG_00922,Medium,189.119,155.115,105.134,188.198,152.198,106.44,8.06,5.895,7.763,15.399,94.451,167.963,65.868,14.8,19.894,2.214,2.372,2.157,38.576,1.3442,1.2192,1.7988,Neutral
IMG_00227,Fair,211.713,175.173,122.409,211.586,174.629,121.72,8.971,8.531,4.33,17.629,95.61,195.515,76.672,12.866,21.334,2.142,3.487,1.805,51.345,1.6582,1.2086,1.7296,Warm
IMG_00860,Medium,196.796,142.117,119.01,198.33,141.7,117.957,7.102,5.178,6.293,7.055,47.756,166.608,65.337,17.597,11.009,2.444,3.434,2.692,54.328,0.6256,1.3847,1.6536,Cool
IMG_00229,Medium,158.041,137.93,85.255,156.773,136.66,84.15,11.242,6.951,5.976,13.083,83.138,144.699,56.745,11.762,20.628,2.427,3.393,1.357,18.106,1.7537,1.1458,1.8537,Warm
IMG_01172,Deep,104.289,70.076,48.312,102.416,69.198,47.644,6.888,9.408,8.875,11.961,57.058,82.529,32.364,13.226,13.518,2.402,2.636,1.494,-52.529,1.0221,1.4882,2.1587,Neutral
IMG_00213,Medium,175.342,145.289,104.675,175.533,144.849,104.375,9.847,6.44,7.838,17.31,67.509,160.678,63.011,12.734,19.301,5.33,3.05,3.453,33.984,1.5157,1.2068,1.6751,Warm
IMG_00080,Deep,108.955,79.439,35.563,108.588,79.354,36.147,6.94,3.977,3.694,19.058,105.041,86.417,33.889,13.445,20.256,2.541,3.415,2.629,-38.498,1.5066,1.3716,3.0637,Warm
IMG_00149,Fair,233.648,194.5,134.363,233.832,195.42,132.301,8.934,8.7,9.034,18.194,102.342,213.365,83.673,12.838,26.231,4.086,1.357,2.165,52.081,2.0432,1.2013,1.7389,Warm
IMG_01324,Tan,147.511,106.082,72.866,148.989,106.139,71.682,7.511,3.682,5.954,10.009,88.919,119.727,46.952,16.101,16.954,3.683,2.317,3.616,-10.192,1.053,1.3905,2.0244,Neutral
IMG_00672,Medium,179.673,139.928,113.045,181.288,139.84,112.554,9.39,8.605,8.679,6.655,77.074,159.657,62.611,14.802,9.038,2.456,2.711,1.928,54.371,0.6106,1.284,1.5894,Cool
IMG_01345,Tan,155.839,112.379,79.109,157.737,114.421,80.765,10.647,5.828,5.252,10.321,70.636,126.497,49.607,18.242,13.576,5.331,3.249,2.266,-1.66,0.7442,1.3867,1.9699,Neutral
IMG_00891,Tan,161.589,105.757,85.281,160.306,105.231,83.129,7.103,7.024,5.966,9.969,78.146,125.664,49.28,19.692,10.957,4.651,3.489,1.266,-3.759,0.5564,1.5279,1.8948,Cool
IMG_00744,Deep,104.069,63.486,41.293,105.089,60.643,41.056,7.162,10.382,5.336,7.041,74.758,74.555,29.237,18.423,10.84,3.505,1.893,1.485,-62.433,0.5884,1.6393,2.5203,Cool
IMG_00134,Fair,212.715,182.481,127.794,212.738,181.333,128.361,10.058,4.632,7.077,20.453,70.463,198.058,77.67,9.984,22.869,4.873,1.769,2.866,50.426,2.2905,1.1657,1.6645,Warm
IMG_00987,Medium,193.593,144.65,112.275,192.729,146.208,112.841,11.291,9.398,7.901,13.015,86.613,165.351,64.844,14.658,12.721,3.508,1.4,2.421,49.404,0.8678,1.3384,1.7243,Neutral
IMG_00409,Tan,145.099,112.632,65.933,145.891,112.124,66.179,11.199,6.637,5.558,17.627,94.281,118.51,46.474,14.336,19.944,3.573,2.092,1.946,-10.025,1.3912,1.2883,2.2007,Warm
IMG_00845,Fair,223.923,162.357,134.259,223.198,161.955,132.678,4.105,5.981,9.071,10.201,71.399,187.861,73.671,20.706,13.755,2.312,2.505,2.316,59.839,0.6643,1.3792,1.6678,Cool
IMG_00508,Tan,154.737,111.532,85.219,156.135,110.78,85.17,7.059,10.042,6.741,10.313,82.698,128.027,50.207,15.107,13.073,4.155,2.226,2.669,0.905,0.8654,1.3874,1.8158,Cool
IMG_01069,Deep,132.5,86.028,58.814,130.571,84.613,60.723,10.819,9.267,10.189,14.417,93.599,101.656,39.865,17.836,12.785,5.762,2.228,2.907,-38.404,0.7168,1.5402,2.2529,Neutral
IMG_00505,Deep,122.72,62.375,49.673,123.454,61.873,50.198,11.165,9.119,4.546,8.65,102.418,80.269,31.478,20.236,9.855,5.107,2.639,2.264,-61.984,0.487,1.9674,2.4706,Cool
IMG_00880,Deep,137.354,98.499,73.159,140.033,97.971,74.521,4.706,6.375,7.593,6.445,104.568,109.312,42.868,14.606,13.969,3.848,3.272,3.557,-27.049,0.9564,1.3945,1.8775,Cool
IMG_00348,Fair,201.304,164.402,120.323,201.356,163.648,120.442,7.441,9.625,5.761,11.142,90.849,181.938,71.348,12.514,18.171,2.378,2.944,2.776,49.597,1.452,1.2245,1.673,Warm
IMG_00387,Deep,120.913,106.904,59.794,122.955,106.861,59.791,11.906,6.222,3.856,16.949,90.385,108.233,42.444,10.452,18.969,5.205,2.59,1.716,-21.719,1.8148,1.131,2.0222,Warm
IMG_00001,Medium,165.369,131.41,82.833,164.525,128.842,82.078,8.198,6.524,5.684,18.223,84.544,144.209,56.552,14.202,20.722,4.447,1.521,1.96,17.548,1.4591,1.2584,1.9964,Warm
IMG_00361,Medium,196.862,156.491,96.636,195.378,155.979,96.798,8.002,9.383,8.76,17.557,88.703,169.396,66.43,17.442,26.034,5.156,2.007,2.252,32.255,1.4927,1.258,2.0371,Warm
IMG_01277,Medium,164.309,128.185,103.986,164.971,129.265,104.168,9.314,8.857,7.944,13.257,104.087,148.48,58.228,11.429,13.566,2.958,1.201,3.287,31.237,1.187,1.2818,1.5801,Neutral
IMG_00476,Medium,206.697,160.576,136.036,206.628,160.776,137.307,11.605,7.94,6.154,6.545,86.385,186.011,72.945,15.719,13.129,4.413,1.918,3.566,60.222,0.8352,1.2872,1.5194,Cool
IMG_01157,Fair,229.201,174.2,143.179,230.636,176.107,141.791,4.479,8.193,5.307,11.538,106.291,200.487,78.623,18.828,14.904,3.261,1.651,3.217,62.494,0.7916,1.3157,1.6008,Neutral
IMG_00980,Fair,235.936,188.615,154.371,235.836,189.002,155.697,11.448,10.144,10.619,14.054,85.944,212.836,83.465,12.489,12.402,5.775,3.075,2.98,69.665,0.9931,1.2509,1.5284,Neutral
IMG_00974,Tan,130.434,99.302,59.617,131.353,97.984,60.227,7.464,6.919,3.984,12.304,75.709,109.43,42.914,13.448,16.129,3.944,2.181,3.053,-23.718,1.1994,1.3135,2.1878,Neutral
IMG_00991,Medium,161.653,134.982,97.915,164.207,135.158,97.03,9.509,5.447,6.851,12.224,90.594,148.054,58.061,13.114,14.837,3.716,3.406,1.656,28.513,1.1314,1.1976,1.651,Neutral
IMG_00782,Fair,224.386,160.477,130.099,224.3,159.922,130.645,9.836,5.163,6.069,9.965,61.613,190.426,74.677,20.066,14.299,4.27,1.855,2.183,59.91,0.7126,1.3982,1.7247,Cool
IMG_00173,Medium,177.615,138.235,87.895,177.97,138.685,89.52,5.764,5.027,10.056,14.141,102.228,150.12,58.871,16.129,20.5,2.999,1.805,1.202,23.399,1.271,1.2849,2.0208,Warm
IMG_00451,Deep,147.01,90.141,74.67,148.267,89.006,73.685,10.629,9.26,4.917,7.69,68.326,109.493,42.938,20.465,11.879,4.805,1.868,1.973,-30.731,0.5804,1.6309,1.9688,Cool
IMG_00126,Medium,174.129,138.377,91.663,173.43,139.535,93.146,7.951,6.214,8.245,17.872,92.527,150.57,59.047,14.078,20.708,4.815,1.21,1.634,23.601,1.471,1.2584,1.8997,Warm
IMG_01237,Fair,242.733,191.977,145.978,240.156,191.055,146.28,8.738,3.689,4.179,8.87,86.393,215.583,84.542,15.962,17.761,2.627,1.513,1.875,62.789,1.1127,1.2644,1.6628,Neutral
IMG_00531,Deep,128.968,91.379,63.672,129.755,93.606,63.078,7.193,6.636,9.885,7.013,71.507,102.839,40.329,17.662,14.101,5.103,1.863,2.042,-34.444,0.7984,1.4114,2.0255,Cool
IMG_00714,Fair,223.19,158.348,137.86,221.265,160.598,137.986,8.032,4.922,4.007,5.955,81.968,190.044,74.527,21.402,12.466,2.686,3.464,2.418,63.057,0.5825,1.4095,1.619,Cool
IMG_00091,Deep,79.826,67.102,30.243,81.226,66.414,30.46,8.744,6.241,6.595,14.195,80.291,67.513,26.476,11.066,16.483,4.782,1.207,2.811,-54.983,1.4895,1.1896,2.6395,Warm
IMG_01306,Fair,238.362,193.148,149.104,238.793,193.365,148.85,8.231,7.778,7.372,14.263,63.645,212.58,83.365,16.266,18.726,5.522,1.742,1.886,60.697,1.1512,1.2341,1.5986,Neutral
IMG_00182,Deep,107.465,82.425,50.342,105.608,81.724,51.589,6.874,9.265,9.655,15.09,128.978,90.831,35.62,9.303,16.199,3.909,2.007,2.143,-41.596,1.7413,1.3038,2.1347,Warm
IMG_01048,Medium,193.776,146.733,116.032,195.482,146.478,115.181,9.751,5.691,3.754,8.766,78.096,164.602,64.55,17.538,15.43,5.242,1.496,3.077,43.318,0.8798,1.3206,1.67,Neutral
