image_path,source_dataset,original_label,undertone_label,face_detected,quality_score,total_sampled_pixels,mean_r,mean_g,mean_b,median_r,median_g,median_b,std_r,std_g,std_b,mean_h,mean_s,mean_v,mean_l,mean_a,mean_lab_b,std_l,std_a,std_lab_b,ita,b_to_a_ratio,rg_ratio,rb_ratio
swatch_NYX_Professional_Makeup_#D8B69A,pudding_foundation_shades,NYX Professional Makeup - Vanilla (vanilla w/ yellow underton,warm,True,95.0,80,215.363,181.3,153.675,215.0,181.0,154.0,2.717,2.467,2.548,13.475,73.062,215.363,76.142,8.162,18.675,0.669,1.691,1.801,54.459,2.2879,1.1879,1.4014
swatch_Clinique_#9B6E56,pudding_foundation_shades,"Clinique - CN 115.75 Carob (deep, cool-neutral",neutral,True,95.0,80,154.5,109.625,86.112,154.0,110.0,86.0,2.864,2.685,2.793,10.25,112.787,154.5,50.343,14.838,20.15,0.797,1.86,2.248,0.976,1.358,1.4094,1.7942
swatch_Laura_Mercier_#B2713C,pudding_foundation_shades,Laura Mercier - Hazelnut (medium-deep with neutral ,neutral,True,95.0,80,177.825,112.362,59.425,178.0,112.0,59.5,2.71,2.516,2.474,13.45,169.8,177.825,53.485,21.0,39.513,0.711,1.891,1.378,5.041,1.8815,1.5826,2.9924
swatch_Tarte_#CC8E6A,pudding_foundation_shades,Tarte - 45H Tan Honey (tan skin w/ peach un,warm,True,95.0,80,203.525,141.762,105.05,204.0,142.0,105.0,3.15,2.58,2.484,11.162,123.375,203.525,64.275,19.288,28.988,0.681,1.982,1.67,26.217,1.5029,1.4357,1.9374
swatch_It_Cosmetics_#9E6338,pudding_foundation_shades,It Cosmetics - Rich Warm 51 (dark tan complexion w,warm,True,95.0,80,157.762,98.85,55.45,158.0,99.0,55.0,3.009,2.445,2.474,12.713,165.387,157.762,47.549,19.562,34.138,0.743,1.968,1.506,-4.107,1.745,1.596,2.8451
swatch_Too_Faced_#D5895D,pudding_foundation_shades,Too Faced - Chai deep golden,warm,True,95.0,80,212.562,136.7,92.75,212.0,137.0,93.0,3.057,2.426,2.547,11.025,143.75,212.562,63.966,24.462,35.462,0.741,1.717,1.516,21.495,1.4497,1.555,2.2918
swatch_Benefit_Cosmetics_#AC6C44,pudding_foundation_shades,Benefit Cosmetics - Shade 10 (deep/warm),warm,True,95.0,80,171.338,107.688,67.588,171.0,108.0,68.0,2.863,2.348,2.458,11.537,154.412,171.338,51.618,21.312,32.775,0.716,1.729,1.666,2.826,1.5378,1.5911,2.535
swatch_beautyblender_#FCEDD8,pudding_foundation_shades,beautyblender - 1.10 Neutral very light with neutra,neutral,True,95.0,80,251.125,236.512,215.6,251.5,236.0,216.0,2.389,2.302,2.596,17.65,36.038,251.125,94.279,1.637,11.887,0.61,1.543,1.643,74.972,7.2595,1.0618,1.1648
swatch_The_Ordinary_#EDD5B3,pudding_foundation_shades,The Ordinary - 1.2 N (light w/ neutral undertones),neutral,True,95.0,80,236.55,212.512,177.875,237.0,213.0,178.0,2.837,2.382,2.759,17.75,63.2,236.55,86.309,3.1,20.2,0.648,1.744,1.639,60.911,6.5161,1.1131,1.3299
swatch_Estée_Lauder_#C0895F,pudding_foundation_shades,Estée Lauder - 5W1 Bronze (deep w/ warm golden und,warm,True,95.0,80,191.312,136.575,94.325,191.0,136.0,94.5,3.044,2.464,2.301,13.088,129.213,191.312,61.461,16.012,30.863,0.736,1.834,1.634,20.372,1.9274,1.4008,2.0282
swatch_SEPHORA_COLLECTION_#E3AF8A,pudding_foundation_shades,SEPHORA COLLECTION - 13 P for light skin with pink under,cool,True,95.0,80,225.575,174.6,137.4,225.5,175.0,137.0,3.065,2.513,2.677,12.613,99.625,225.575,75.132,13.775,26.238,0.692,1.936,1.645,43.768,1.9047,1.292,1.6417
swatch_Rare_Beauty_by_Selena_Gomez_#CFA178,pudding_foundation_shades,Rare Beauty by Selena Gomez - 340C medium with cool beige underto,cool,True,95.0,80,206.6,160.35,119.838,206.0,161.0,120.0,2.769,2.248,2.634,13.988,107.075,206.6,69.392,11.812,27.7,0.629,1.644,1.728,34.995,2.345,1.2884,1.724
swatch_Anastasia_Beverly_Hills_#D5AC87,pudding_foundation_shades,Anastasia Beverly Hills - 230N (light skin with a pink undert,neutral,True,95.0,80,212.812,171.475,134.2,213.0,172.0,134.0,2.824,2.738,2.41,14.287,94.2,212.812,73.049,10.05,24.938,0.707,2.061,1.584,42.746,2.4813,1.2411,1.5858
swatch_NYX_Professional_Makeup_#CA9E79,pudding_foundation_shades,NYX Professional Makeup - Buff (beige w/ neutral undertone),neutral,True,95.0,80,200.85,157.45,120.463,200.5,158.0,120.5,3.07,2.612,2.747,13.812,102.062,200.85,68.103,11.175,25.475,0.712,2.078,1.688,35.398,2.2796,1.2756,1.6673
swatch_Clinique_#D38F57,pudding_foundation_shades,"Clinique - WN 92 Deep Neutral (medium, warm-ne",neutral,True,95.0,80,210.012,141.9,86.688,210.0,142.0,87.0,2.822,2.473,2.343,13.488,149.7,210.012,64.779,20.137,39.587,0.696,1.723,1.394,20.472,1.9659,1.48,2.4226
swatch_PÜR_#D3A78F,pudding_foundation_shades,PÜR - TP4 Sand (tan skin w/ pink underton,cool,True,95.0,80,210.375,166.762,142.613,210.0,167.0,143.0,2.561,2.347,2.667,10.688,82.138,210.375,71.824,12.625,18.625,0.68,1.661,1.756,49.521,1.4752,1.2615,1.4752
swatch_Givenchy_#A67251,pudding_foundation_shades,Givenchy - N430 deep with neutral warm underto,neutral,True,95.0,80,165.162,113.638,80.438,165.0,114.0,80.0,2.547,2.767,2.048,11.75,130.812,165.162,52.525,16.45,26.5,0.748,1.999,1.378,5.442,1.6109,1.4534,2.0533
swatch_SEPHORA_COLLECTION_#C19769,pudding_foundation_shades,SEPHORA COLLECTION - 33 Medium Walnut (N) for medium ski,neutral,True,95.0,80,192.387,150.012,103.987,193.0,150.0,104.0,2.786,2.267,2.605,15.7,117.138,192.387,65.083,9.887,30.337,0.658,1.803,1.524,26.436,3.0683,1.2825,1.8501
swatch_jane_iredale_#EBC89E,pudding_foundation_shades,jane iredale - Warm Sienna (medium light w/ strong,warm,True,95.0,80,234.5,199.35,157.7,235.0,199.0,158.0,2.941,2.388,2.586,16.325,83.5,234.5,82.471,6.5,25.462,0.686,1.673,1.635,51.897,3.9173,1.1763,1.487
swatch_bareMinerals_#DCAC88,pudding_foundation_shades,bareMinerals - Light Natural 09 (for very light wa,warm,True,95.0,80,219.613,171.613,135.562,219.5,172.0,135.0,3.072,2.437,2.524,12.863,97.612,219.613,73.779,12.8,25.325,0.67,1.913,1.657,43.197,1.9785,1.2797,1.62
swatch_Dermablend_#CEA48B,pudding_foundation_shades,Dermablend - 37N (light to medium skin with neut,neutral,True,95.0,80,205.838,163.713,139.05,206.0,163.0,139.0,2.581,2.684,2.598,11.062,82.75,205.838,70.515,12.05,18.725,0.739,1.739,1.703,47.611,1.5539,1.2573,1.4803
swatch_Clinique_#EEC09D,pudding_foundation_shades,"Clinique - CN 28 Ivory (very fair, cool-neutra",neutral,True,95.0,80,237.6,191.812,156.65,237.5,191.0,157.0,2.548,2.157,2.846,13.012,86.9,237.6,80.877,11.588,23.925,0.586,1.708,1.587,52.23,2.0647,1.2387,1.5168
swatch_HUDA_BEAUTY_#AB7A38,pudding_foundation_shades,HUDA BEAUTY - Gingerbread 430N tan skin tones wit,neutral,True,95.0,80,170.062,121.737,55.075,170.0,122.0,55.0,2.487,2.023,2.464,17.425,172.387,170.062,54.809,12.0,42.9,0.621,1.525,1.375,6.396,3.575,1.397,3.0878
swatch_Estée_Lauder_#FAD6B2,pudding_foundation_shades,Estée Lauder - 2W1 Dawn (light medium w/ warm peac,warm,True,95.0,80,249.475,213.713,177.775,249.0,214.0,178.0,2.569,2.895,2.28,15.062,73.287,249.475,87.755,7.287,22.363,0.734,1.852,1.425,59.361,3.0686,1.1673,1.4033
data/raw/personal_color_faces/train/봄 웜톤/spr (40).jpg,personal_color_faces,Spring Warm Tone,warm,True,85.0,4933,213.113,179.475,166.544,224.0,189.0,173.0,28.642,27.814,26.945,8.276,56.441,213.113,75.603,10.159,11.174,10.308,2.314,2.312,66.421,1.1,1.1874,1.2796
swatch_FENTY_BEAUTY_by_Rihanna_#E8A275,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 320 for medium to tan skin with coo,cool,True,95.0,80,231.45,162.0,116.425,231.5,162.0,116.0,2.779,2.729,2.386,11.9,126.713,231.45,72.436,20.688,33.913,0.699,1.927,1.468,33.488,1.6393,1.4287,1.988
swatch_Laura_Mercier_#FBC79F,pudding_foundation_shades,Laura Mercier - 4 light beige with a neutral and ye,neutral,True,95.0,80,250.463,198.137,158.588,250.5,198.0,159.0,2.81,2.354,2.563,12.887,93.475,250.463,83.701,13.4,26.975,0.597,1.736,1.581,51.325,2.0131,1.2641,1.5793
swatch_Pacifica_#E5BA90,pudding_foundation_shades,Pacifica - 32WL Warm Light (light medium w/ ol,warm,True,95.0,80,228.037,185.363,143.562,228.0,185.0,143.0,2.21,2.637,2.563,14.812,94.388,228.037,78.152,9.65,27.025,0.691,1.718,1.508,46.17,2.8005,1.2302,1.5884
swatch_MAC_#B27948,pudding_foundation_shades,MAC - NW46 (deep auburn w/ red undertones,cool,True,95.0,80,177.562,120.475,71.037,177.0,120.0,71.0,2.945,2.275,2.452,13.912,152.95,177.562,55.559,17.1,35.737,0.658,1.895,1.481,8.841,2.0899,1.4739,2.4996
swatch_NYX_Professional_Makeup_#57352D,pudding_foundation_shades,NYX Professional Makeup - Deep Espresso (deepest deep espress,cool,True,95.0,80,86.838,52.413,44.875,87.0,52.5,45.0,2.385,2.349,2.389,5.325,123.088,86.838,25.897,14.4,11.262,0.805,1.663,1.849,-64.955,0.7821,1.6568,1.9351
swatch_Gucci_#D69B6B,pudding_foundation_shades,Gucci - 340N medium with neutral undertones,neutral,True,95.0,80,213.125,154.537,106.45,213.0,155.0,106.0,2.717,2.162,2.115,13.562,127.638,213.125,68.456,16.275,33.775,0.641,1.557,1.332,28.654,2.0753,1.3791,2.0021
swatch_Givenchy_#563530,pudding_foundation_shades,Givenchy - W480 deep with warm undertones,warm,True,95.0,80,85.362,52.763,47.862,85.5,53.0,48.0,2.74,2.314,2.246,12.938,112.162,85.362,25.877,13.875,9.137,0.74,2.021,1.679,-69.254,0.6586,1.6179,1.7835
swatch_beautyblender_#906131,pudding_foundation_shades,beautyblender - 4.20 Warm deep with warm undertones,warm,True,95.0,80,143.25,96.088,48.45,144.0,96.0,48.0,3.064,2.613,2.241,15.125,168.725,143.25,44.931,14.287,34.325,0.728,2.27,1.439,-8.4,2.4024,1.4908,2.9567
swatch_SEPHORA_COLLECTION_#EDCEA2,pudding_foundation_shades,SEPHORA COLLECTION - Fawn light with Yellow undertone,warm,True,95.0,80,236.363,205.875,160.775,236.0,206.0,161.0,2.516,2.426,2.34,17.95,81.575,236.363,84.333,4.237,26.462,0.668,1.637,1.533,52.377,6.2448,1.1481,1.4701
swatch_Bite_Beauty_#A8705F,pudding_foundation_shades,Bite Beauty - D170 deep with neutral golden under,neutral,True,95.0,80,167.525,111.425,94.25,168.0,111.5,94.0,2.706,2.24,2.782,7.0,111.513,167.525,52.49,20.175,18.663,0.68,1.641,1.665,7.6,0.925,1.5035,1.7775
swatch_Bite_Beauty_#D9A692,pudding_foundation_shades,Bite Beauty - M85 medium with cool undertone - Se,cool,True,95.0,80,216.325,165.912,145.375,216.0,166.0,145.0,3.032,2.689,2.216,8.725,83.638,216.325,72.26,15.75,17.8,0.714,1.984,1.418,51.353,1.1302,1.3038,1.488
data/raw/personal_color_faces/train/겨울 쿨톤/wnt (13).jpg,personal_color_faces,Winter Cool Tone,cool,True,91.0,10444,233.086,203.167,184.578,235.0,208.0,190.0,6.898,10.818,15.336,11.377,53.345,233.086,83.835,7.671,13.309,3.575,1.907,3.303,68.527,1.735,1.1473,1.2628
swatch_Clinique_#D39D6E,pudding_foundation_shades,"Clinique - WN 76 Toasted Wheat (medium, warm-n",neutral,True,95.0,80,210.325,155.963,109.5,210.0,156.0,109.0,2.738,2.781,2.48,13.887,122.275,210.325,68.529,14.688,32.175,0.74,2.016,1.579,29.937,2.1906,1.3486,1.9208
swatch_KVD_Vegan_Beauty_#E0B087,pudding_foundation_shades,KVD Vegan Beauty - Light 015 (light golden with warm u,warm,True,95.0,80,223.438,175.463,134.375,223.5,175.0,134.5,2.906,2.291,2.527,13.85,101.575,223.438,75.103,12.062,27.738,0.726,1.528,1.579,42.146,2.2995,1.2734,1.6628
swatch_SEPHORA_COLLECTION_#E5C3A0,pudding_foundation_shades,SEPHORA COLLECTION - #7 Light with yellow undertones,warm,True,95.0,80,228.562,194.825,159.3,228.0,195.0,160.0,2.902,2.161,2.648,15.375,77.213,228.562,80.838,6.812,22.325,0.638,1.558,1.626,54.098,3.2771,1.1732,1.4348
swatch_Natasha_Denona_#F9EFE6,pudding_foundation_shades,Natasha Denona - #4Y fair with yellow undertone,warm,True,95.0,80,248.425,238.575,229.275,248.0,238.0,229.0,2.778,2.224,2.559,14.637,19.6,248.425,94.897,1.75,5.65,0.58,1.647,1.59,82.827,3.2286,1.0413,1.0835
swatch_Estée_Lauder_#D1A874,pudding_foundation_shades,Estée Lauder - 2C1 Pure Beige (cool undertone rosy,cool,True,95.0,80,208.325,167.762,115.338,208.5,168.0,115.0,2.664,3.051,2.464,16.9,113.775,208.325,71.363,8.088,32.638,0.789,2.069,1.734,33.207,4.0355,1.2418,1.8062
swatch_COVER_FX_#E4B48C,pudding_foundation_shades,COVER FX - G40 (medium skin w/ golden underton,warm,True,95.0,80,227.512,179.45,139.425,227.5,180.0,140.0,2.646,2.756,2.376,13.637,98.713,227.512,76.564,12.15,27.125,0.737,1.824,1.52,44.401,2.2325,1.2678,1.6318
swatch_MILK_MAKEUP_#D59C79,pudding_foundation_shades,MILK MAKEUP - Amber tan with neutral olive undert,neutral,True,95.0,80,212.425,155.387,120.612,212.5,155.0,121.0,2.783,2.343,2.512,11.387,110.162,212.425,68.809,16.975,26.6,0.632,1.803,1.57,35.264,1.567,1.3671,1.7612
swatch_FENTY_BEAUTY_by_Rihanna_#F2D5C3,pudding_foundation_shades,FENTY BEAUTY by Rihanna - 120 for fair skin with neutral unde,neutral,True,95.0,80,241.213,212.037,194.512,241.0,212.0,194.5,2.538,2.009,2.35,11.312,49.4,241.213,86.946,7.425,12.387,0.508,1.611,1.374,71.464,1.6684,1.1376,1.2401
swatch_Rare_Beauty_by_Selena_Gomez_#E9B48B,pudding_foundation_shades,Rare Beauty by Selena Gomez - 270N light medium with neutral beig,neutral,True,95.0,80,232.662,179.7,138.688,232.0,180.0,139.0,2.876,2.227,2.782,13.05,102.95,232.662,77.137,13.925,28.3,0.646,1.49,1.6,43.798,2.0323,1.2947,1.6776
swatch_HUDA_BEAUTY_#EDC2A7,pudding_foundation_shades,HUDA BEAUTY - 300N Latte warmer light-medium skin,neutral,True,95.0,80,236.925,193.887,166.838,237.0,194.0,167.0,2.733,2.5,2.874,11.625,75.388,236.925,81.534,11.5,19.35,0.702,1.565,1.74,58.466,1.6826,1.222,1.4201
swatch_Armani_Beauty_#E3B07B,pudding_foundation_shades,Armani Beauty - 4 for light skin with warm underton,warm,True,95.0,80,226.25,175.688,122.338,226.0,176.0,122.0,2.452,2.305,2.711,15.475,117.037,226.25,75.255,11.863,34.362,0.661,1.618,1.697,36.314,2.8967,1.2878,1.8494
swatch_Milani_#D7B189,pudding_foundation_shades,Milani - Warm Bisque,warm,True,95.0,80,214.7,175.938,136.375,215.0,176.0,136.0,2.652,3.03,2.546,15.125,93.0,214.7,74.387,8.575,25.6,0.795,2.06,1.57,43.61,2.9854,1.2203,1.5743
swatch_MAC_#DA7C4E,pudding_foundation_shades,MAC - NW55 (rich brown w/ red undertone f,cool,True,95.0,80,218.0,123.312,77.45,218.0,123.0,77.0,2.864,2.142,2.588,9.787,164.387,218.0,61.456,32.763,40.65,0.642,1.527,1.424,15.739,1.2407,1.7679,2.8147
swatch_HUDA_BEAUTY_#C5A17A,pudding_foundation_shades,HUDA BEAUTY - Latte 300N light medium skin tones ,neutral,True,95.0,80,196.713,160.025,121.463,197.0,160.0,121.0,3.151,2.987,2.449,15.363,97.475,196.713,68.324,8.25,25.2,0.774,2.305,1.669,36.022,3.0545,1.2293,1.6195
swatch_HOURGLASS_#F3BE9D,pudding_foundation_shades,"HOURGLASS - Alabaster (fair, cool undertone)",cool,True,95.0,80,242.5,189.225,156.512,243.0,189.0,157.0,2.903,2.097,2.564,11.412,90.388,242.5,80.745,14.775,23.863,0.59,1.612,1.464,52.184,1.6151,1.2815,1.5494
swatch_Juice_Beauty_#E8C1A4,pudding_foundation_shades,Juice Beauty - 14 Sand (for light to medium skin w,warm,True,95.0,80,231.375,192.688,163.35,232.0,192.0,163.0,2.522,2.615,2.656,12.925,74.95,231.375,80.657,9.537,19.913,0.704,1.658,1.762,56.995,2.0878,1.2008,1.4164
swatch_BLK/OPL_#66442D,pudding_foundation_shades,BLK/OPL - Suede Mocha (dark with cool underto,cool,True,95.0,80,102.025,67.475,44.425,102.0,68.0,44.5,3.114,2.846,2.464,11.988,143.9,102.025,32.049,12.025,19.9,0.952,2.121,1.985,-42.052,1.6549,1.512,2.2966
swatch_MAC_#FEEAD9,pudding_foundation_shades,MAC - NC10 (very fair w/ neutral golden u,warm,True,95.0,80,253.062,233.675,216.275,254.0,234.0,216.0,2.106,2.529,2.855,14.1,36.987,253.062,93.784,3.837,10.887,0.659,1.608,1.732,76.036,2.8371,1.083,1.1701
swatch_KVD_Vegan_Beauty_#4F352B,pudding_foundation_shades,KVD Vegan Beauty - Deep 096 (rich-deep golden with neu,neutral,True,95.0,80,77.888,52.538,42.5,78.0,53.0,43.0,2.828,2.429,2.688,8.463,115.713,77.888,24.632,9.875,10.975,0.787,2.249,1.923,-66.605,1.1114,1.4825,1.8326
swatch_Givenchy_#C9A993,pudding_foundation_shades,Givenchy - C302 medium with cool undertones,cool,True,95.0,80,200.688,168.325,146.85,200.0,168.0,147.0,2.746,2.578,2.627,11.95,68.388,200.688,71.358,8.5,15.488,0.663,1.877,1.62,54.053,1.8221,1.1923,1.3666
swatch_Tarte_#DEAA7B,pudding_foundation_shades,Tarte - 35G Medium Golden (medium skin w/ g,warm,True,95.0,80,221.675,170.338,122.425,221.0,170.0,122.0,2.949,2.392,2.509,14.488,114.112,221.675,73.456,12.838,31.875,0.672,1.735,1.698,36.348,2.483,1.3014,1.8107
swatch_Elcie_Cosmetics_#875A3F,pudding_foundation_shades,Elcie Cosmetics - Golden Tan (tan dark w/ yellow unde,warm,True,95.0,80,134.425,89.013,62.1,134.0,89.0,62.0,2.459,2.672,2.473,11.2,137.137,134.425,42.191,15.475,23.137,0.733,2.145,1.794,-18.649,1.4952,1.5102,2.1647
swatch_SMITH_&_CULT_#DD9B73,pudding_foundation_shades,SMITH & CULT - 290 Warm (medium to tan skin w/ war,warm,True,95.0,80,220.537,154.5,114.25,220.5,154.0,114.0,2.669,2.711,2.353,11.35,122.875,220.537,69.373,20.087,30.925,0.689,1.931,1.473,32.065,1.5395,1.4274,1.9303
swatch_Kosas_#DAA685,pudding_foundation_shades,Kosas - Tone 05 medium with golden underton,warm,True,95.0,80,218.062,165.925,132.5,218.0,166.0,133.0,2.59,2.553,2.559,11.738,100.075,218.062,72.181,14.825,24.75,0.663,1.842,1.721,41.867,1.6695,1.3142,1.6458
swatch_bareMinerals_#C88D5D,pudding_foundation_shades,bareMinerals - Cinnamon 25 for dark neutral skin w,neutral,True,95.0,80,199.637,140.85,92.987,200.0,141.0,92.5,3.183,2.618,2.605,13.463,136.162,199.637,63.431,17.012,34.288,0.778,1.854,1.559,21.392,2.0154,1.4174,2.1469
swatch_Smashbox_#E0A77B,pudding_foundation_shades,Smashbox - 1.2 (fair light w/ warm undertone),warm,True,95.0,80,223.387,166.738,122.513,223.5,167.0,123.0,2.457,2.365,2.439,13.188,115.138,223.387,72.76,15.463,31.0,0.611,1.739,1.589,36.286,2.0049,1.3398,1.8234
swatch_Laura_Mercier_#DEC4A4,pudding_foundation_shades,Laura Mercier - 2W1 Natural light warm,warm,True,95.0,80,221.65,196.037,163.525,222.0,196.0,164.0,2.67,2.629,2.47,16.85,66.812,221.65,80.603,4.125,19.663,0.688,1.756,1.643,57.279,4.7667,1.1307,1.3555
swatch_beautyblender_#A06C38,pudding_foundation_shades,beautyblender - 4.30 Warm deep with warm undertones,warm,True,95.0,80,159.275,107.312,55.7,160.0,108.0,56.0,2.617,2.453,2.141,15.0,165.812,159.275,49.868,15.463,36.663,0.637,1.962,1.341,-0.207,2.3711,1.4842,2.8595
swatch_COVER_FX_#8C5844,pudding_foundation_shades,COVER FX - P125 (deepest rich blue hued skin w,cool,True,95.0,80,139.525,87.537,67.8,139.5,88.0,68.0,2.837,2.485,2.59,8.275,131.0,139.525,42.603,19.25,20.325,0.71,1.946,2.066,-19.998,1.0558,1.5939,2.0579
swatch_Too_Faced_#E7C7A1,pudding_foundation_shades,Too Faced - Vanilla very light with neutral und,neutral,True,95.0,80,230.137,198.088,160.488,230.0,198.0,161.0,3.065,2.081,2.35,16.2,77.138,230.137,81.809,5.875,23.025,0.637,1.631,1.432,54.101,3.9191,1.1618,1.434
swatch_Estée_Lauder_#C09B80,pudding_foundation_shades,Estée Lauder - 3C2 Pebble (medium w/ cool rosy und,cool,True,95.0,80,191.65,154.363,127.787,192.0,154.0,128.0,2.757,2.731,2.189,12.575,84.888,191.65,66.544,10.075,19.225,0.717,1.902,1.491,40.714,1.9082,1.2416,1.4998
swatch_ColourPop_#855341,pudding_foundation_shades,ColourPop - Deep Dark 213C (cool),cool,True,95.0,80,132.575,82.513,64.438,132.5,83.0,64.0,2.673,2.109,2.509,7.912,130.938,132.575,40.353,18.825,19.363,0.687,1.563,1.755,-26.484,1.0286,1.6067,2.0574
data/raw/personal_color_faces/train/여름 쿨톤/smr (14).jpg,personal_color_faces,Summer Cool Tone,cool,True,79.0,9217,200.055,166.764,155.274,202.0,169.0,158.0,13.341,12.781,14.907,7.353,57.23,200.055,71.062,10.409,10.512,4.716,2.491,3.604,63.476,1.0099,1.1996,1.2884
swatch_bareMinerals_#FACAA2,pudding_foundation_shades,bareMinerals - Fairly Medium 05 (for fair cool ski,cool,True,95.0,80,249.287,201.175,161.438,249.0,201.5,161.5,2.45,2.484,2.602,13.6,89.812,249.287,84.373,11.675,26.35,0.642,1.679,1.388,52.526,2.257,1.2392,1.5442
swatch_UOMA_Beauty_#B47345,pudding_foundation_shades,UOMA Beauty - Brown Sugar - T2N (for brown skin w,neutral,True,95.0,80,179.887,114.05,68.237,180.0,114.0,68.0,2.987,2.881,2.146,12.312,158.2,179.887,54.245,21.55,35.85,0.801,2.109,1.526,6.753,1.6636,1.5773,2.6362
swatch_beautyblender_#E3C2A8,pudding_foundation_shades,beautyblender - 2.10 Cool medium with cool underton,cool,True,95.0,80,226.65,193.463,167.425,226.5,193.0,167.0,2.78,2.757,2.479,13.213,66.612,226.65,80.49,7.888,17.462,0.758,1.891,1.658,60.199,2.2139,1.1715,1.3537
swatch_Clinique_#C88852,pudding_foundation_shades,"Clinique - Fresh Cream Caramel (medium, warm-n",neutral,True,95.0,80,198.95,135.35,81.263,199.0,135.0,81.0,2.837,2.475,2.137,13.787,150.863,198.95,61.838,18.738,38.525,0.689,1.862,1.387,17.082,2.056,1.4699,2.4482
swatch_jane_iredale_#EBC0A0,pudding_foundation_shades,jane iredale - Warm Silk (light w/ peach undertone,warm,True,95.0,80,234.738,191.7,159.488,235.0,192.0,160.0,3.093,2.39,2.495,12.85,81.75,234.738,80.647,10.887,21.975,0.654,1.864,1.508,54.358,2.0184,1.2245,1.4718
swatch_Milani_#EBB78C,pudding_foundation_shades,Milani - Warm Beige,warm,True,95.0,80,235.012,182.588,139.475,235.5,183.0,140.0,2.808,2.344,2.683,13.525,103.65,235.012,78.098,13.438,29.212,0.707,1.49,1.737,43.886,2.174,1.2871,1.685
swatch_ULTA_#863B1F,pudding_foundation_shades,ULTA - Deep Neutral,neutral,True,95.0,80,134.025,58.35,30.775,134.0,58.0,31.0,2.846,2.231,2.334,8.025,196.412,134.025,34.451,30.575,32.1,0.713,1.626,1.594,-25.845,1.0499,2.2969,4.355
swatch_Tarte_#B46D4B,pudding_foundation_shades,Tarte - 53H Deep Honey (deep skin w/ peach ,warm,True,95.0,80,179.688,108.263,74.675,180.0,108.0,75.0,2.591,2.814,2.423,9.6,149.1,179.688,52.946,25.062,30.738,0.745,1.99,1.579,5.475,1.2264,1.6597,2.4063
swatch_Shiseido_#F6CFA8,pudding_foundation_shades,Shiseido - 160 - Shell balanced tone for fair-,neutral,True,95.0,80,245.4,206.45,167.537,245.0,207.0,167.0,2.427,2.413,2.47,14.975,80.888,245.4,85.407,8.175,24.488,0.646,1.595,1.475,55.332,2.9954,1.1887,1.4647
swatch_Dior_#FDC1A9,pudding_foundation_shades,Dior - 022 Cameo light with cool pink unde,cool,True,95.0,80,252.2,192.537,168.3,253.0,192.0,168.0,2.052,2.241,2.249,8.662,84.888,252.2,82.725,18.212,20.538,0.594,1.438,1.449,57.889,1.1277,1.3099,1.4985
swatch_MILK_MAKEUP_#E7AE91,pudding_foundation_shades,MILK MAKEUP - Light light with pink undertones,cool,True,95.0,80,229.588,172.863,143.738,230.0,173.0,144.0,2.412,2.386,2.724,10.15,95.312,229.588,75.24,16.988,23.05,0.69,1.601,1.76,47.597,1.3569,1.3282,1.5973
swatch_NYX_Professional_Makeup_#BE855F,pudding_foundation_shades,NYX Professional Makeup - Golden Honey (deep honey w/ warm un,warm,True,95.0,80,189.363,132.213,94.625,190.0,132.0,95.0,2.843,2.37,2.353,11.95,127.537,189.363,60.162,17.562,29.038,0.673,1.795,1.6,19.288,1.6534,1.4323,2.0012
swatch_Dose_Of_Colors_#F0C596,pudding_foundation_shades,Dose Of Colors - 113 Light (light w/ neutral underto,neutral,True,95.0,80,239.688,196.637,150.037,240.0,197.0,150.0,2.7,2.496,2.557,15.637,95.425,239.688,82.142,9.088,29.137,0.662,1.682,1.745,47.807,3.2063,1.2189,1.5975
swatch_ColourPop_#E2C2AD,pudding_foundation_shades,ColourPop - Light 55N (neutral),neutral,True,95.0,80,224.812,193.363,172.213,225.0,193.0,172.0,3.021,2.511,2.453,12.088,59.612,224.812,80.407,7.963,14.75,0.686,1.757,1.67,64.123,1.8524,1.1626,1.3054
swatch_bareMinerals_#F6CC9C,pudding_foundation_shades,bareMinerals - Warm Light 07 for fair warm skin wi,warm,True,95.0,80,245.375,203.912,154.775,245.0,204.0,155.0,2.745,2.501,2.302,16.3,94.162,245.375,84.534,8.025,30.062,0.659,1.695,1.568,48.96,3.7461,1.2033,1.5854
swatch_bareMinerals_#9A583D,pudding_foundation_shades,bareMinerals - Warm Deep 5.5N dark to deep skin wi,neutral,True,95.0,80,153.312,87.237,60.413,153.5,87.0,60.5,2.705,2.446,2.448,8.625,154.463,153.312,44.284,24.65,27.262,0.736,1.81,1.547,-11.841,1.106,1.7574,2.5378
swatch_Makeup_Revolution_#D8A883,pudding_foundation_shades,Makeup Revolution - F10 (medium skin tones w/ a yellow ,warm,True,95.0,80,215.925,167.8,129.8,216.0,168.0,129.0,2.94,2.487,2.507,13.188,101.737,215.925,72.373,12.662,26.387,0.701,1.823,1.707,40.293,2.0839,1.2868,1.6635
swatch_bareMinerals_#DCA363,pudding_foundation_shades,bareMinerals - Pecan 18 for medium-tan neutral ski,neutral,True,95.0,80,219.75,162.225,98.112,220.0,162.0,98.0,2.547,2.617,2.584,15.875,141.1,219.75,70.917,14.113,41.362,0.625,2.043,1.451,26.825,2.9309,1.3546,2.2398
